year,sample,yearSampleLabel,Cohort,CohortLabel,stattype,subject,grade,scale,jurisdiction,jurisLabel,variable,variableLabel,varValue,varValueLabel,value,isStatDisplayable,errorFlag
2015,R3,2015,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,270.117790015366,1,0
2015,R3,2015,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,266.145545663534,1,0
2015,R3,2015,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,257.210890515616,1,0
2015,R3,2015,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,251.059398962112,1,0
2015,R3,2015,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,235.513972962819,1,0
2017,R3,2017,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,270.636688354965,1,0
2017,R3,2017,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,267.946045418175,1,0
2017,R3,2017,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,260.370916375895,1,0
2017,R3,2017,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,255.781539689727,1,0
2017,R3,2017,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,236.41699811297,1,0
2019,R3,2019,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,268.307011673943,1,0
2019,R3,2019,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,264.255338641612,1,0
2019,R3,2019,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,255.819543700622,1,0
2019,R3,2019,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,248.968817169742,1,0
2019,R3,2019,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,226.401923585217,1,0
2022,R3,2022,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,267.222278979238,1,0
2022,R3,2022,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,262.211463729105,1,0
2022,R3,2022,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,255.012660269079,1,0
2022,R3,2022,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,252.083026864309,1,0
2022,R3,2022,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,239.952771122139,1,0
2024,R3,2024,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,263.806661510908,1,0
2024,R3,2024,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,260.970771394734,1,0
2024,R3,2024,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,253.160754589263,1,0
2024,R3,2024,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,247.131150762039,1,0
2024,R3,2024,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,227.82443437925,1,0
2013,R3,2013,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,44.4371076839146,1,0
2013,R3,2013,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,36.4977323530214,1,0
2013,R3,2013,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,12.8809592608145,1,0
2013,R3,2013,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,4.74202801141538,1,0
2013,R3,2013,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,1.44217269083409,1,0
2015,R3,2015,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,45.3238329221303,1,0
2015,R3,2015,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,36.3386136224195,1,0
2015,R3,2015,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,12.4628367320146,1,0
2015,R3,2015,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,4.43611398225953,1,0
2015,R3,2015,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,1.43860274117608,1,0
2017,R3,2017,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,41.3562285131739,1,0
2017,R3,2017,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,38.3452718726651,1,0
2017,R3,2017,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,13.8581502312729,1,0
2017,R3,2017,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,4.98269357586238,1,0
2017,R3,2017,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,1.45765580702567,1,0
2019,R3,2019,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,41.3824868317667,1,0
2019,R3,2019,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,37.913863833924,1,0
2019,R3,2019,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,13.8011483637049,1,0
2019,R3,2019,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,5.12738759921843,1,0
2019,R3,2019,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,1.775113371386,1,0
2022,R3,2022,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,34.5807843356047,1,0
2022,R3,2022,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,33.4639476251955,1,0
2022,R3,2022,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,16.2532315621874,1,0
2022,R3,2022,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,10.7442051669183,1,0
2022,R3,2022,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,4.95783131009404,1,0
2024,R3,2024,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,1,None,33.0832677331396,1,0
2024,R3,2024,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,2,1-2 days,37.4676054136796,1,0
2024,R3,2024,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,3,3-4 days,18.4546195030854,1,0
2024,R3,2024,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,4,5-10 days,8.01933533741968,1,0
2024,R3,2024,2,Grade 8,RP:RP,RED,8,RRPCM,NT,National,B018101,Days absent from school in the last month,5,More than 10 days,2.97517201267574,1,0
