wave,state,county_fips,county_pop,n_blocks_total,n_blocks_covered,share_mobile_any,share_mobile_t6,share_mobile_t7,share_mobile_t7_vzw,share_mobile_t6_vzw,share_anywless_t7
2011-06,KY,21047,73955,2977,2938,0.989697,0.933689,0.933684,0.933684,0.933684,0.933684
2011-06,KY,21049,35613,1130,1130,0.999911,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21051,21730,992,731,0.826681,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21053,10272,574,497,0.666471,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21055,9315,740,728,0.952345,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21057,6856,770,483,0.625010,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21059,96656,3033,3033,0.998553,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21061,12161,502,474,0.649715,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21063,7852,486,218,0.262739,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21065,14672,597,452,0.683675,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21067,295803,4151,4151,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21069,14348,925,914,0.983267,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21071,39451,1915,1595,0.591535,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21073,49285,1514,1514,0.999924,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21075,6813,734,559,0.798910,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21077,8589,548,548,0.999025,0.001563,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21079,16912,695,691,0.997475,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21081,24662,926,921,0.999242,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21083,37121,2082,2082,0.997100,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21085,25746,1219,1110,0.810864,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21087,11258,756,657,0.750687,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21089,36910,1847,1587,0.881328,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21091,8565,699,482,0.497675,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21093,105543,3518,3511,0.994003,0.000952,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21095,29278,2421,1129,0.420765,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21097,18846,949,949,0.999776,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21099,18199,1061,1001,0.855104,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21101,46250,1828,1828,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21103,15416,853,853,0.999706,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21105,4902,626,615,0.992147,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21107,46920,2506,2505,0.998412,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21109,13494,683,324,0.264290,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21111,741096,12762,12762,0.999992,0.994271,0.551473,0.551473,0.551473,0.551473
2011-06,KY,21113,48586,984,982,0.999271,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21115,23356,1213,830,0.577509,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21117,159720,3778,3778,0.999627,0.920107,0.905992,0.905992,0.905992,0.905992
2011-06,KY,21119,16346,673,458,0.693273,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21121,31883,1450,1354,0.951015,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21123,14193,708,690,0.978422,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21125,58849,1954,1933,0.993712,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21127,15860,1455,674,0.455145,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21129,7887,604,259,0.226644,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21131,11310,1058,673,0.714247,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21133,24519,1430,950,0.569719,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21135,13870,1495,778,0.576471,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21137,24742,1057,1057,0.999785,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21139,9519,950,945,0.986602,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21141,26835,1702,1609,0.872001,0.002251,0.002251,0.002251,0.002251,0.002251
2011-06,KY,21143,8314,1179,1179,0.999011,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21145,65565,3112,3112,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21147,18306,732,492,0.590452,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21149,9531,752,674,0.711821,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21151,82916,2712,2685,0.996421,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21153,13333,590,241,0.417346,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21155,19820,982,744,0.783546,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21157,31448,2293,2293,0.999998,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21159,12929,553,217,0.310235,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21161,17490,1180,1180,0.998565,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21163,28602,978,847,0.914778,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21165,6306,383,335,0.914314,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21167,21331,953,952,0.998232,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21169,10099,592,494,0.619527,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21171,10963,734,605,0.749187,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21173,26499,853,853,0.997473,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21175,13923,775,519,0.608367,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21177,31499,2052,1974,0.916399,0.000418,0.000418,0.000418,0.000418,0.000418
2011-06,KY,21179,43437,1570,1547,0.987408,0.000461,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21181,7135,576,576,0.999588,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21183,23842,1752,1648,0.905098,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21185,60316,1151,1151,0.999999,0.468422,0.008542,0.008542,0.008542,0.008542
2011-06,KY,21187,10841,666,666,0.997187,0.000076,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21189,4755,448,232,0.392688,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21191,14877,769,768,0.988394,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21193,28712,1685,1232,0.680662,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21195,65024,2368,1587,0.466244,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21197,12613,655,559,0.732672,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21199,63063,3031,3006,0.995070,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21201,2282,152,150,0.959694,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21203,17056,863,850,0.988075,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21205,23333,928,875,0.936909,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21207,17565,1135,1083,0.892717,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21209,47173,1551,1551,0.999890,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21211,42074,1398,1397,0.997682,0.069761,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21213,17327,785,759,0.962516,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21215,17061,513,511,0.979983,0.027243,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21217,24512,1035,952,0.846166,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21219,12460,817,761,0.846934,0.404849,0.404844,0.404844,0.404844,0.404844
2011-06,KY,21221,14339,1591,1571,0.981793,0.300917,0.300917,0.300917,0.300917,0.300917
2011-06,KY,21223,8809,393,393,0.996594,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21225,15007,1272,1272,0.999361,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21227,113792,3271,3231,0.978418,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21229,11717,786,713,0.781730,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21231,20813,1095,812,0.758004,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21233,13621,1168,1168,0.999836,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21235,35637,1726,1568,0.936679,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21237,7355,536,270,0.318504,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,KY,21239,24939,672,671,0.999700,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22001,61773,3105,3105,0.999996,0.199871,0.199807,0.000000,0.000000,0.199807
2011-06,LA,22003,25764,1416,1416,0.994626,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22005,107215,2711,2711,0.999998,0.569745,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22007,23421,1315,1310,0.991845,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22009,42073,2337,2322,0.997811,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22011,35654,3626,3574,0.987113,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22013,14353,2040,1813,0.891389,0.000007,0.000007,0.000000,0.000000,0.000007
2011-06,LA,22015,116979,3396,3395,0.998891,0.467719,0.467719,0.000000,0.000000,0.467719
2011-06,LA,22017,254969,9229,9222,0.997512,0.680321,0.680321,0.000000,0.000000,0.680321
2011-06,LA,22019,192768,5561,5500,0.995251,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22021,10132,988,857,0.898263,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22023,6839,1651,1643,0.999194,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22025,10407,1584,1479,0.931475,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22027,17195,1832,1759,0.930723,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22029,20822,2003,1906,0.992373,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22031,26656,2922,2859,0.964339,0.068464,0.068464,0.000000,0.000000,0.068464
2011-06,LA,22033,440171,7896,7895,0.999556,0.988388,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22035,7759,827,815,0.993241,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22037,20267,765,748,0.953110,0.050711,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22039,33984,2195,2194,0.998223,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22041,20767,2564,2553,0.991195,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22043,22309,1912,1805,0.954222,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22045,73240,2935,2847,0.999933,0.055172,0.055172,0.000000,0.000000,0.055172
2011-06,LA,22047,33387,1637,1622,0.999797,0.357550,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22049,16274,1397,1363,0.987091,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22051,432552,10454,10422,0.999989,0.995791,0.995791,0.990470,0.990470,0.995791
2011-06,LA,22053,31594,2196,2196,0.999876,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22055,221578,5309,5309,0.999996,0.996417,0.996417,0.000000,0.000000,0.996417
2011-06,LA,22057,96318,4397,4264,0.999768,0.002131,0.002131,0.000000,0.000000,0.002131
2011-06,LA,22059,14890,1978,1801,0.902280,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22061,46735,1647,1646,0.996794,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22063,128026,2929,2929,0.998759,0.725137,0.000199,0.000000,0.000000,0.000199
2011-06,LA,22065,12093,2025,2015,0.998648,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22067,27979,1811,1806,0.999555,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22069,39566,3493,3114,0.953227,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22071,343829,13932,13932,0.999991,0.999967,0.999967,0.999967,0.999967,0.999967
2011-06,LA,22073,153720,5761,5732,0.996817,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22075,23042,3843,3437,0.999741,0.668758,0.668758,0.605241,0.605241,0.668758
2011-06,LA,22077,22802,1574,1574,0.999707,0.020677,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22079,131613,5536,5428,0.979833,0.000000,0.000000,0.000000,0.000000,0.540537
2011-06,LA,22081,9091,917,885,0.937330,0.000581,0.000581,0.000000,0.000000,0.000581
2011-06,LA,22083,20725,2214,2205,0.990072,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22085,24233,2442,2259,0.910000,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22087,35897,3537,3243,0.999828,0.992508,0.992506,0.991770,0.991770,0.992506
2011-06,LA,22089,52780,2890,2890,0.999996,0.899548,0.899548,0.836109,0.836109,0.899548
2011-06,LA,22091,11203,565,554,0.952160,0.031037,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22093,22102,1671,1670,0.999996,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22095,45924,1891,1891,0.999995,0.088671,0.088671,0.032599,0.032599,0.088671
2011-06,LA,22097,83384,4479,4479,0.998997,0.123624,0.123624,0.000000,0.000000,0.123624
2011-06,LA,22099,52160,2539,2460,0.999579,0.468700,0.468700,0.000000,0.000000,0.468700
2011-06,LA,22101,54650,4427,4307,0.999905,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22103,233740,10141,10138,0.999920,0.808726,0.808726,0.742290,0.742290,0.808726
2011-06,LA,22105,121097,3501,3489,0.996002,0.003173,0.003173,0.002714,0.002714,0.003173
2011-06,LA,22107,5252,1572,1514,0.903082,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22109,111860,4460,4018,0.999970,0.000000,0.000000,0.000000,0.000000,0.000358
2011-06,LA,22111,22721,2367,2327,0.952338,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22113,57999,3377,3363,0.999976,0.319943,0.319943,0.000000,0.000000,0.319943
2011-06,LA,22115,52334,5143,3440,0.864802,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22117,47168,2583,2577,0.982691,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22119,41207,3604,3599,0.997235,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22121,23788,1518,1518,0.999996,0.848214,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22123,11604,1081,1080,0.994301,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22125,15625,707,698,0.713207,0.000008,0.000000,0.000000,0.000000,0.000000
2011-06,LA,22127,15313,2092,1766,0.912511,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23001,107702,2855,2855,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23003,71870,8818,7615,0.970145,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23005,281674,8333,8262,0.999440,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23007,30768,2527,2094,0.956274,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23009,54418,5028,4488,0.971831,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23011,122151,4149,4149,0.999654,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23013,39736,2405,2019,0.976563,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23015,34457,2426,2317,0.997641,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23017,57833,4079,3712,0.977909,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23019,153923,6393,6057,0.995292,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23021,17535,3171,2282,0.942428,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23023,35293,1492,1469,0.999335,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23025,52228,4323,3239,0.982158,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23027,38786,2101,2078,0.992588,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23029,32856,4658,3923,0.865794,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,ME,23031,197131,6760,6724,0.996700,0.047419,0.044263,0.000000,0.000000,0.044263
2011-06,MD,24001,75087,5057,4998,0.994216,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24003,537656,8908,8890,0.999386,0.975388,0.946240,0.000000,0.937974,0.946240
2011-06,MD,24005,805029,15767,15767,0.999782,0.954966,0.905371,0.000000,0.936348,0.905371
2011-06,MD,24009,88737,3164,3146,0.999618,0.030764,0.030764,0.000000,0.000000,0.030764
2011-06,MD,24011,33066,2533,2533,0.999935,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24013,167134,4638,4638,0.999997,0.231995,0.057004,0.000000,0.230281,0.057004
2011-06,MD,24015,101108,4272,4270,0.997951,0.399278,0.087050,0.000000,0.062978,0.087050
2011-06,MD,24017,146551,5689,5683,0.999390,0.522012,0.509794,0.000000,0.019113,0.509794
2011-06,MD,24019,32618,4433,4325,0.979847,0.007216,0.007216,0.000000,0.000000,0.007216
2011-06,MD,24021,233385,8356,8346,0.998210,0.392686,0.341544,0.000000,0.000000,0.341544
2011-06,MD,24023,30097,2532,2474,0.967174,0.000021,0.000000,0.000000,0.000021,0.000000
2011-06,MD,24025,244826,5472,5472,0.999996,0.839651,0.836820,0.000000,0.003580,0.836820
2011-06,MD,24027,287085,4845,4845,0.999997,0.987585,0.969215,0.000000,0.980182,0.969215
2011-06,MD,24029,20197,2198,2172,0.997885,0.194201,0.194201,0.000000,0.003059,0.194201
2011-06,MD,24031,971777,10592,10592,0.999996,0.977375,0.935334,0.000000,0.956440,0.935334
2011-06,MD,24033,863420,15536,15536,0.999996,0.980817,0.964700,0.000000,0.895790,0.964700
2011-06,MD,24035,47798,1607,1598,0.995978,0.318730,0.318730,0.000000,0.005334,0.318730
2011-06,MD,24037,105151,3150,3069,0.999538,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24039,26470,2852,2743,0.995073,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24041,37782,3561,3537,0.997119,0.020664,0.020664,0.000000,0.000000,0.020664
2011-06,MD,24043,147430,5194,5184,0.998466,0.158367,0.158366,0.000000,0.000000,0.158366
2011-06,MD,24045,98733,6180,6175,0.999924,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24047,51454,5113,5105,0.999515,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MD,24510,620961,13598,13598,0.999986,0.999904,0.993618,0.000000,0.999502,0.993618
2011-06,MA,25001,215888,12873,12769,0.999778,0.951305,0.933784,0.000000,0.000000,0.933784
2011-06,MA,25003,131219,6767,6398,0.972710,0.000027,0.000000,0.000000,0.000000,0.000000
2011-06,MA,25005,548285,12491,12441,0.999944,0.975192,0.974867,0.022401,0.022401,0.974867
2011-06,MA,25007,16535,2101,2066,0.995625,0.755862,0.755862,0.000000,0.000000,0.755862
2011-06,MA,25009,743159,15471,15367,0.999496,0.931768,0.931015,0.652525,0.652525,0.931015
2011-06,MA,25011,71372,4692,4119,0.914048,0.040512,0.000000,0.000000,0.000000,0.000000
2011-06,MA,25013,463490,11053,11047,0.999789,0.805401,0.003197,0.000000,0.000000,0.003197
2011-06,MA,25015,158080,4464,4430,0.996538,0.418552,0.000000,0.000000,0.000000,0.000000
2011-06,MA,25017,1503085,29036,29036,0.999993,0.964712,0.964712,0.885553,0.885553,0.964712
2011-06,MA,25019,10172,1369,1344,0.999050,0.024291,0.024291,0.000000,0.000000,0.024291
2011-06,MA,25021,670850,13583,13559,0.999792,0.991870,0.990518,0.767434,0.767434,0.990518
2011-06,MA,25023,494919,12695,12610,0.998995,0.992076,0.991948,0.465195,0.465195,0.991948
2011-06,MA,25025,722023,9170,9105,0.999790,0.999257,0.999257,0.998106,0.998106,0.999257
2011-06,MA,25027,798552,21743,21689,0.998644,0.548638,0.548638,0.045745,0.045745,0.548638
2011-06,MI,26001,10942,1464,1343,0.914145,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26003,9601,1946,1221,0.783679,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26005,111408,4248,4240,0.999127,0.110506,0.001238,0.001238,0.001238,0.001238
2011-06,MI,26007,29598,1855,1755,0.953827,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26009,23580,2426,2363,0.963982,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26011,15899,1735,1664,0.955009,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26013,8860,2024,1352,0.825158,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26015,59173,2580,2580,0.998534,0.001606,0.000128,0.000128,0.000128,0.000128
2011-06,MI,26017,107771,3682,3619,0.998774,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26019,17525,1709,1704,0.998976,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26021,156813,6231,6218,0.998279,0.394098,0.002819,0.001925,0.001925,0.002819
2011-06,MI,26023,45248,2329,2329,0.999908,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26025,136146,5277,5277,0.999997,0.542754,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26027,52293,2624,2624,0.999600,0.093358,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26029,25949,2148,1932,0.957190,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26031,26152,3242,3110,0.973314,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26033,38520,3674,2542,0.857516,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26035,30926,2787,2631,0.924180,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26037,75382,2865,2865,0.999998,0.588428,0.576688,0.576688,0.576688,0.576688
2011-06,MI,26039,14074,3292,3237,0.990508,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26041,37069,2961,2188,0.887441,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26043,26168,2454,2371,0.981496,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26045,107759,3395,3395,0.999998,0.481399,0.478452,0.478452,0.478452,0.478452
2011-06,MI,26047,32694,2068,1926,0.938108,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26049,425790,8986,8986,0.999996,0.977465,0.977465,0.976919,0.976919,0.977465
2011-06,MI,26051,25692,1775,1686,0.945079,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26053,16427,2030,1719,0.949015,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26055,86986,3580,3570,0.998854,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26057,42476,2393,2393,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26059,46688,2631,2624,0.993701,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26061,36628,2736,1954,0.842536,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26063,33118,3298,3161,0.977453,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26065,280895,6467,6467,0.999996,0.864057,0.851869,0.851865,0.851865,0.851869
2011-06,MI,26067,63905,2743,2743,0.999997,0.001225,0.001225,0.001225,0.001225,0.001225
2011-06,MI,26069,25887,2406,2169,0.937949,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26071,11817,2682,1906,0.939089,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26073,70311,2595,2558,0.991342,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26075,160248,5239,5239,0.999877,0.539784,0.006575,0.000000,0.000000,0.006575
2011-06,MI,26077,250331,5785,5785,0.999997,0.589242,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26079,17153,2781,2487,0.981136,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26081,602622,11666,11666,0.999997,0.791599,0.705787,0.705787,0.705787,0.705787
2011-06,MI,26083,2156,858,213,0.215385,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26085,11539,2105,1905,0.926302,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26087,88319,3050,3050,0.999380,0.035030,0.035030,0.034477,0.034477,0.035030
2011-06,MI,26089,21708,1751,1725,0.990110,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26091,99892,3802,3800,0.997805,0.019085,0.015055,0.007052,0.007052,0.015055
2011-06,MI,26093,180967,4974,4974,0.999998,0.660294,0.660294,0.651817,0.651817,0.660294
2011-06,MI,26095,6631,1353,508,0.830884,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26097,11113,1856,1473,0.791720,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26099,840978,13278,13238,0.999455,0.962484,0.945454,0.933510,0.933510,0.945454
2011-06,MI,26101,24733,2380,2371,0.997195,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26103,67077,5635,4710,0.958530,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26105,28705,2229,2180,0.992938,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26107,42798,2671,2606,0.977100,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26109,24029,2221,1769,0.866352,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26111,83629,2676,2676,0.999882,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26113,14849,1672,1611,0.984980,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26115,152021,4661,4634,0.998163,0.383665,0.134113,0.088304,0.088304,0.134113
2011-06,MI,26117,63342,3149,3149,0.999998,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26119,9765,2399,1877,0.907914,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26121,172188,5581,5573,0.999802,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26123,48460,3483,3447,0.994335,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26125,1202362,20596,20596,0.999997,0.972139,0.972139,0.960165,0.960165,0.972139
2011-06,MI,26127,26570,3449,3353,0.984551,0.000000,0.000000,0.000000,0.000000,0.000000
2011-06,MI,26129,21699,1948,1830,0.928941,0.000000,0.000000,0.000000,0.000000,0.000000
