county_fips,county_pop,state,n_waves_observed,first_t6_25,never_t6_25_by_jun2014,first_t6_50,never_t6_50_by_jun2014,first_t6_75,never_t6_75_by_jun2014,first_t7_25,never_t7_25_by_jun2014,first_t7_50,never_t7_50_by_jun2014,first_t7_75,never_t7_75_by_jun2014
01001,54571,AL,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
01003,182265,AL,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01005,27457,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01007,22915,AL,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
01009,57322,AL,9,2011-12,False,2011-12,False,2012-06,False,2011-12,False,2011-12,False,2012-06,False
01011,10914,AL,9,2012-06,False,2012-06,False,2013-06,False,2012-06,False,2012-06,False,2013-06,False
01013,20947,AL,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
01015,118572,AL,9,2011-12,False,2011-12,False,2012-06,False,2012-12,False,2012-12,False,2012-12,False
01017,34215,AL,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
01019,25989,AL,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
01021,43643,AL,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
01023,13859,AL,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
01025,25833,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01027,13932,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01029,14972,AL,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
01031,49948,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01033,54428,AL,9,2010-12,False,2010-12,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01035,13228,AL,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
01037,11539,AL,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
01039,37765,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01041,13906,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01043,80406,AL,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01045,50251,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01047,43820,AL,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
01049,71109,AL,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
01051,79303,AL,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
01053,38319,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01055,104430,AL,9,2011-12,False,2012-06,False,2012-06,False,2012-12,False,2012-12,False,2012-12,False
01057,17241,AL,9,2013-12,False,2014-06,False,2014-06,False,2013-12,False,2014-06,False,2014-06,False
01059,31704,AL,9,2012-06,False,2012-06,False,2013-06,False,2012-06,False,2012-06,False,2013-06,False
01061,26790,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01063,9045,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01065,15760,AL,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
01067,17302,AL,9,2012-06,False,2012-06,False,2013-06,False,2012-06,False,2012-06,False,2013-06,False
01069,101547,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01071,53227,AL,9,2012-12,False,2013-06,False,2013-12,False,2012-12,False,2013-06,False,2013-12,False
01073,658466,AL,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
01075,14564,AL,9,2013-12,False,2014-06,False,2014-06,False,2013-12,False,2014-06,False,2014-06,False
01077,92709,AL,9,2010-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01079,34339,AL,9,2011-06,False,2011-06,False,2012-06,False,2011-06,False,2011-06,False,2012-06,False
01081,140247,AL,9,2011-06,False,2011-06,False,2011-12,False,2011-06,False,2011-06,False,2011-12,False
01083,82782,AL,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
01085,11299,AL,9,2012-06,False,2012-06,False,2013-06,False,2012-06,False,2012-06,False,2013-06,False
01087,21452,AL,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
01089,334811,AL,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
01091,21027,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01093,30776,AL,9,2013-12,False,2013-12,False,2014-06,False,2013-12,False,2013-12,False,2014-06,False
01095,93019,AL,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
01097,412992,AL,9,2011-06,False,2011-06,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01099,23068,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01101,229363,AL,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
01103,119490,AL,9,2010-12,False,2010-12,False,2011-12,False,2011-06,False,2011-06,False,2011-12,False
01105,10591,AL,9,2012-12,False,2012-12,False,2013-12,False,2012-12,False,2012-12,False,2013-12,False
01107,19746,AL,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
01109,32899,AL,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
01111,22913,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01113,52947,AL,9,2010-12,False,2010-12,False,2012-06,False,2011-06,False,2011-06,False,2012-06,False
01115,83593,AL,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01117,195085,AL,9,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01119,13763,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01121,82291,AL,9,2011-12,False,2012-06,False,2012-12,False,2011-12,False,2012-06,False,2012-12,False
01123,41616,AL,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
01125,194656,AL,9,2010-12,False,2010-12,False,2010-12,False,2012-06,False,2012-06,False,2012-12,False
01127,67023,AL,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
01129,17581,AL,9,2013-06,False,2013-06,False,2013-12,False,2013-06,False,2013-06,False,2013-12,False
01131,11670,AL,9,2012-12,False,2012-12,False,2013-12,False,2012-12,False,2012-12,False,2013-12,False
01133,24484,AL,9,2012-06,False,2014-06,False,2014-06,False,2012-06,False,2014-06,False,2014-06,False
02013,3141,AK,9,,True,,True,,True,,True,,True,,True
02016,5561,AK,9,,True,,True,,True,,True,,True,,True
02020,291826,AK,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
02050,17013,AK,9,,True,,True,,True,,True,,True,,True
02060,997,AK,9,,True,,True,,True,,True,,True,,True
02068,1826,AK,9,,True,,True,,True,,True,,True,,True
02070,4847,AK,9,,True,,True,,True,,True,,True,,True
02090,97581,AK,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
02100,2508,AK,9,,True,,True,,True,,True,,True,,True
02105,2150,AK,7,,True,,True,,True,,True,,True,,True
02110,31275,AK,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
02122,55400,AK,9,2013-12,False,2013-12,False,2014-06,False,2013-12,False,2013-12,False,2014-06,False
02130,13477,AK,9,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False
02150,13592,AK,9,,True,,True,,True,,True,,True,,True
02164,1631,AK,9,,True,,True,,True,,True,,True,,True
02170,88995,AK,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
02180,9492,AK,9,,True,,True,,True,,True,,True,,True
02185,9430,AK,9,,True,,True,,True,,True,,True,,True
02188,7523,AK,9,,True,,True,,True,,True,,True,,True
02195,3815,AK,7,,True,,True,,True,,True,,True,,True
02198,5559,AK,7,2013-12,False,,True,,True,2013-12,False,,True,,True
02201,6146,AK,2,,True,,True,,True,,True,,True,,True
02220,8881,AK,9,,True,,True,,True,,True,,True,,True
02230,968,AK,7,,True,,True,,True,,True,,True,,True
02232,3436,AK,2,,True,,True,,True,,True,,True,,True
02240,7029,AK,9,,True,,True,,True,,True,,True,,True
02261,9636,AK,9,2013-12,False,2013-12,False,2014-06,False,2013-12,False,2013-12,False,2014-06,False
02270,7459,AK,9,,True,,True,,True,,True,,True,,True
02275,2369,AK,7,,True,,True,,True,,True,,True,,True
02280,6684,AK,2,,True,,True,,True,,True,,True,,True
02282,662,AK,9,,True,,True,,True,,True,,True,,True
02290,5588,AK,9,,True,,True,,True,,True,,True,,True
04001,71518,AZ,9,2014-06,False,,True,,True,2014-06,False,,True,,True
04003,131346,AZ,9,2011-06,False,2012-12,False,2012-12,False,2011-06,False,2012-12,False,2012-12,False
04005,134421,AZ,9,2010-12,False,2010-12,False,2013-06,False,2011-06,False,2011-06,False,2013-06,False
04007,53597,AZ,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
04009,37220,AZ,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
04011,8437,AZ,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
04012,20489,AZ,9,2013-06,False,2013-12,False,2013-12,False,2013-06,False,2013-12,False,2013-12,False
04013,3817117,AZ,9,2010-12,False,2010-12,False,2010-12,False,2010-12,False,2010-12,False,2010-12,False
04015,200186,AZ,9,2013-06,False,2013-12,False,2013-12,False,2013-06,False,2013-12,False,2013-12,False
04017,107449,AZ,9,2013-12,False,,True,,True,2013-12,False,,True,,True
04019,980263,AZ,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
04021,375770,AZ,9,2010-12,False,2012-06,False,2012-12,False,2010-12,False,2012-06,False,2012-12,False
04023,47420,AZ,9,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
04025,211033,AZ,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
04027,195751,AZ,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05001,19019,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05003,21853,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05005,41513,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05007,221339,AR,9,2011-06,False,2011-06,False,2011-12,False,2011-06,False,2011-06,False,2012-06,False
05009,36903,AR,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
05011,11508,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05013,5368,AR,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
05015,27446,AR,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
05017,11800,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05019,22995,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05021,16083,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05023,25970,AR,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
05025,8689,AR,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
05027,24552,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05029,21273,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-12,False
05031,96443,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05033,61948,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05035,50902,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05037,17870,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05039,8116,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05041,13008,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05043,18509,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05045,113237,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05047,18125,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05049,12245,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05051,96024,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05053,17853,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05055,42090,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05057,22609,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05059,32923,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05061,13789,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05063,36647,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05065,13696,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05067,17997,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05069,77435,AR,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
05071,25540,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05073,7645,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05075,17415,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05077,10424,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05079,14134,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05081,13171,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05083,22353,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05085,68356,AR,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
05087,15717,AR,9,2011-12,False,2013-06,False,2013-12,False,2012-12,False,2013-06,False,2013-12,False
05089,16653,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05091,43462,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05093,46480,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05095,8149,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05097,9487,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05099,8997,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05101,8330,AR,9,2012-12,False,2013-06,False,2014-06,False,2012-12,False,2013-06,False,2014-06,False
05103,26120,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05105,10445,AR,9,2011-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
05107,21757,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05109,11291,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05111,24583,AR,9,2011-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05113,20662,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05115,61754,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05117,8715,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05119,382748,AR,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2012-06,False
05121,17969,AR,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
05123,28258,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05125,107118,AR,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
05127,11233,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05129,8195,AR,9,2012-12,False,2012-12,False,2013-12,False,2012-12,False,2012-12,False,2013-12,False
05131,125744,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05133,17058,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05135,17264,AR,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
05137,12394,AR,9,2013-06,False,2013-06,False,2013-12,False,2013-06,False,2013-06,False,2013-12,False
05139,41639,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05141,17295,AR,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
05143,203065,AR,9,2011-06,False,2011-12,False,2011-12,False,2011-06,False,2011-12,False,2011-12,False
05145,77076,AR,9,2011-12,False,2011-12,False,2011-12,False,2012-06,False,2012-06,False,2012-06,False
05147,7260,AR,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
05149,22185,AR,9,2012-12,False,2013-06,False,2013-06,False,2012-12,False,2013-06,False,2013-06,False
06001,1510271,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06003,1175,CA,9,2012-06,False,2013-12,False,,True,2012-06,False,2013-12,False,,True
06005,38091,CA,9,2013-12,False,,True,,True,2013-12,False,,True,,True
06007,220000,CA,9,2011-06,False,2011-06,False,2012-12,False,2011-12,False,2011-12,False,2012-12,False
06009,45578,CA,9,2014-06,False,2014-06,False,,True,2014-06,False,2014-06,False,,True
06011,21419,CA,9,2013-06,False,2013-12,False,2013-12,False,2013-06,False,2013-12,False,2013-12,False
06013,1049025,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06015,28610,CA,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
06017,181058,CA,9,2010-12,False,2011-06,False,2011-12,False,2011-06,False,2011-06,False,2011-12,False
06019,930450,CA,9,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06021,28122,CA,9,2011-12,False,2012-12,False,2012-12,False,2011-12,False,2012-12,False,2012-12,False
06023,134623,CA,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
06025,174528,CA,9,2011-12,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
06027,18546,CA,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
06029,839631,CA,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
06031,152982,CA,9,2011-12,False,2012-06,False,2012-06,False,2011-12,False,2012-06,False,2012-06,False
06033,64665,CA,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
06035,34895,CA,9,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False
06037,9818605,CA,9,2010-06,False,2010-06,False,2010-06,False,2011-06,False,2011-06,False,2011-06,False
06039,150865,CA,9,2010-12,False,2010-12,False,2011-12,False,2011-06,False,2011-06,False,2011-12,False
06041,252409,CA,9,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06043,18251,CA,9,2013-12,False,,True,,True,2013-12,False,,True,,True
06045,87841,CA,9,2012-12,False,2012-12,False,2013-06,False,2012-12,False,2012-12,False,2013-06,False
06047,255793,CA,9,2010-12,False,2011-06,False,2011-12,False,2011-06,False,2011-06,False,2011-12,False
06049,9686,CA,9,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False
06051,14202,CA,9,2013-06,False,2013-06,False,2013-12,False,2013-06,False,2013-06,False,2013-12,False
06053,415057,CA,9,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06055,136484,CA,9,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06057,98764,CA,9,2012-06,False,2012-06,False,2013-12,False,2012-06,False,2012-06,False,2013-12,False
06059,3010232,CA,9,2010-06,False,2010-06,False,2010-06,False,2011-06,False,2011-06,False,2011-06,False
06061,348432,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06063,20007,CA,9,2013-12,False,,True,,True,2013-12,False,,True,,True
06065,2189641,CA,9,2010-06,False,2010-06,False,2010-06,False,2011-06,False,2011-06,False,2011-06,False
06067,1418788,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06069,55269,CA,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06071,2035210,CA,9,2010-06,False,2010-06,False,2011-12,False,2011-06,False,2011-06,False,2012-06,False
06073,3095313,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06075,805235,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06077,685306,CA,9,2010-12,False,2010-12,False,2011-12,False,2011-06,False,2011-12,False,2011-12,False
06079,269637,CA,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
06081,718451,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06083,423895,CA,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
06085,1781642,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06087,262382,CA,9,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
06089,177223,CA,9,2011-06,False,2011-06,False,2011-06,False,2011-12,False,2011-12,False,2011-12,False
06091,3240,CA,9,2013-12,False,2013-12,False,,True,2013-12,False,2013-12,False,,True
06093,44900,CA,9,2013-06,False,2013-12,False,2013-12,False,2013-06,False,2013-12,False,2013-12,False
06095,413344,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06097,483878,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06099,514453,CA,9,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False,2011-12,False
06101,94737,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06103,63463,CA,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
06105,13786,CA,9,2013-12,False,2013-12,False,,True,2013-12,False,2013-12,False,,True
06107,442179,CA,9,2010-12,False,2011-06,False,2012-06,False,2011-06,False,2011-06,False,2012-06,False
06109,55365,CA,9,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False,2014-06,False
06111,823318,CA,9,2010-06,False,2010-06,False,2010-06,False,2011-06,False,2011-06,False,2011-06,False
06113,200849,CA,9,2010-12,False,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False
06115,72155,CA,9,2010-12,False,2010-12,False,2011-06,False,2011-06,False,2011-06,False,2011-06,False
08001,441603,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
08003,15445,CO,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
08005,572003,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
08007,12084,CO,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
08009,3788,CO,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
08011,6499,CO,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
08013,294567,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2012-06,False
08014,55889,CO,7,2011-06,False,2011-06,False,2011-06,False,2011-12,False,2011-12,False,2011-12,False
08015,17809,CO,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
08017,1836,CO,9,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
08019,9088,CO,9,2011-12,False,2013-12,False,2013-12,False,2012-06,False,2013-12,False,2013-12,False
08021,8256,CO,9,2012-06,False,2012-06,False,2012-12,False,2012-06,False,2012-06,False,2012-12,False
08023,3524,CO,9,2012-06,False,2012-12,False,2012-12,False,2012-06,False,2012-12,False,2012-12,False
08025,5823,CO,9,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False,2012-06,False
08027,4255,CO,9,2013-12,False,2013-12,False,,True,2013-12,False,2013-12,False,,True
08029,30952,CO,9,2013-06,False,2013-06,False,2013-12,False,2013-06,False,2013-06,False,2013-12,False
08031,600158,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
08033,2064,CO,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
08035,285465,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
08037,52197,CO,9,2012-12,False,2013-06,False,2013-12,False,2012-12,False,2013-06,False,2013-12,False
08039,23086,CO,9,2011-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False,2013-06,False
08041,622263,CO,9,2010-12,False,2010-12,False,2010-12,False,2011-12,False,2011-12,False,2011-12,False
08043,46824,CO,9,2013-06,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
08045,56389,CO,9,2012-12,False,2012-12,False,2013-12,False,2012-12,False,2012-12,False,2013-12,False
08047,5441,CO,9,2011-12,False,2013-12,False,2013-12,False,2012-12,False,2013-12,False,2013-12,False
08049,14843,CO,9,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False,2013-12,False
08051,15324,CO,9,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False,2012-12,False
